edb,disc_yr,sub_category,peak,capacity,status
Alpine Energy,2013,Albury,2.37,0,NonExempt
Alpine Energy,2013,Balmoral,0,0,NonExempt
Alpine Energy,2013,Bell's Pond,6.07,0,NonExempt
Alpine Energy,2013,Clandeboye 1,13,20,NonExempt
Alpine Energy,2013,Clandeboye 2,12,25,NonExempt
Alpine Energy,2013,Fairlie,2.37,0,NonExempt
Alpine Energy,2013,Geraldine,6.52,0,NonExempt
Alpine Energy,2013,Glentanner,0.2,0,NonExempt
Alpine Energy,2013,Haldon Lilybank,0.3,0,NonExempt
Alpine Energy,2013,Pareora,7.81,15,NonExempt
Alpine Energy,2013,Pleasant Point,3.62,0,NonExempt
Alpine Energy,2013,Rangitata,6.52,15,NonExempt
Alpine Energy,2013,Studholme,10.38,11,NonExempt
Alpine Energy,2013,Tekapo Village,2.68,0,NonExempt
Alpine Energy,2013,Temuka,12,25,NonExempt
Alpine Energy,2013,Timaru 11/33,12.25,25,NonExempt
Alpine Energy,2013,Twizel Village,2.83,3,NonExempt
Alpine Energy,2013,Unwin Hut,1.11,0,NonExempt
Alpine Energy,2014,Albury,2.37,0,NonExempt
Alpine Energy,2014,Balmoral,0,0,NonExempt
Alpine Energy,2014,Bell's Pond,7.02,0,NonExempt
Alpine Energy,2014,Clandeboye 1,13,20,NonExempt
Alpine Energy,2014,Clandeboye 2,12,25,NonExempt
Alpine Energy,2014,Fairlie,2.37,0,NonExempt
Alpine Energy,2014,Geraldine,6.52,0,NonExempt
Alpine Energy,2014,Glentanner,0.2,0,NonExempt
Alpine Energy,2014,Haldon Lilybank,0.3,0,NonExempt
Alpine Energy,2014,Pareora,8.1,15,NonExempt
Alpine Energy,2014,Pleasant Point,4.01,0,NonExempt
Alpine Energy,2014,Rangitata,7.76,15,NonExempt
Alpine Energy,2014,Studholme,11.09,11,NonExempt
Alpine Energy,2014,Tekapo Village,2.94,0,NonExempt
Alpine Energy,2014,Temuka,12,25,NonExempt
Alpine Energy,2014,Timaru 11/33,12.25,25,NonExempt
Alpine Energy,2014,Twizel Village,2.74,3,NonExempt
Alpine Energy,2014,Unwin Hut,1.11,0,NonExempt
Alpine Energy,2015,Albury (ABY),4.3,0,NonExempt
Alpine Energy,2015,Balmoral (BML),0.15,0,NonExempt
Alpine Energy,2015,Bell's Pond (BPD),7.4,0,NonExempt
Alpine Energy,2015,Clandeboye 1 (CD1),16,20,NonExempt
Alpine Energy,2015,Clandeboye 2 (CD2),14,25,NonExempt
Alpine Energy,2015,Cooney's Road (CNR),0,0,NonExempt
Alpine Energy,2015,Fairlie (FLE),2.4,0,NonExempt
Alpine Energy,2015,Geraldine (GLD),6.1,0,NonExempt
Alpine Energy,2015,Glentanner (GTN),0.2,0,NonExempt
Alpine Energy,2015,Haldon Lilybank (HLB),0.3,0,NonExempt
Alpine Energy,2015,Pareora (PAR),8.7,15,NonExempt
Alpine Energy,2015,Pleasant Point (PLP),4.7,0,NonExempt
Alpine Energy,2015,Rangitata (RGA),9.8,15,NonExempt
Alpine Energy,2015,Studholme (STU),11.4,11,NonExempt
Alpine Energy,2015,Tekapo Village (TEK),2.6,0,NonExempt
Alpine Energy,2015,Temuka (TMK),13.9,25,NonExempt
Alpine Energy,2015,Timaru 11/33 (TIM),12.3,25,NonExempt
Alpine Energy,2015,Twizel Village (TVS),3,3,NonExempt
Alpine Energy,2015,Unwin Hut (UHT),1.1,0,NonExempt
Alpine Energy,2016,Albury (ABY),4.3,0,NonExempt
Alpine Energy,2016,Balmoral (BML),0.15,0,NonExempt
Alpine Energy,2016,Bell's Pond (BPD),7.4,0,NonExempt
Alpine Energy,2016,Clandeboye 1 (CD1),16,20,NonExempt
Alpine Energy,2016,Clandeboye 2 (CD2),14,25,NonExempt
Alpine Energy,2016,Cooney's Road (CNR),0,0,NonExempt
Alpine Energy,2016,Fairlie (FLE),2.4,0,NonExempt
Alpine Energy,2016,Geraldine (GLD),6.1,0,NonExempt
Alpine Energy,2016,Glentanner (GTN),0.2,0,NonExempt
Alpine Energy,2016,Haldon Lilybank (HLB),0.3,0,NonExempt
Alpine Energy,2016,Pareora (PAR),8.7,15,NonExempt
Alpine Energy,2016,Pleasant Point (PLP),4.7,0,NonExempt
Alpine Energy,2016,Rangitata (RGA),9.8,15,NonExempt
Alpine Energy,2016,Studholme (STU),11.4,11,NonExempt
Alpine Energy,2016,Tekapo Village (TEK),2.6,0,NonExempt
Alpine Energy,2016,Temuka (TMK),13.9,25,NonExempt
Alpine Energy,2016,Timaru 11/33 (TIM),12.3,25,NonExempt
Alpine Energy,2016,Twizel Village (TVS),3,3,NonExempt
Alpine Energy,2016,Unwin Hut (UHT),1.1,0,NonExempt
Alpine Energy,2017,Albury (ABY),4.96,0,NonExempt
Alpine Energy,2017,Balmoral (BML),0.15,0,NonExempt
Alpine Energy,2017,Bell's Pond (BPD),11.67,0,NonExempt
Alpine Energy,2017,Clandeboye 1 (CD1),17.1,20,NonExempt
Alpine Energy,2017,Clandeboye 2 (CD2),15,25,NonExempt
Alpine Energy,2017,Cooney's Road (CNR),3.31,0,NonExempt
Alpine Energy,2017,Fairlie (FLE),2.75,0,NonExempt
Alpine Energy,2017,Geraldine (GLD),6.45,0,NonExempt
Alpine Energy,2017,Haldon Lilybank (HLB),0.3,0,NonExempt
Alpine Energy,2017,Pareora (PAR),8.7,15,NonExempt
Alpine Energy,2017,Pleasant Point (PLP),4.7,0,NonExempt
Alpine Energy,2017,Rangitata (RGA),9.8,10,NonExempt
Alpine Energy,2017,Studholme (STU),13.86,11,NonExempt
Alpine Energy,2017,Tekapo Village (TEK),2.6,0,NonExempt
Alpine Energy,2017,Temuka (TMK),13.9,25,NonExempt
Alpine Energy,2017,Timaru 11/33 (TIM),4.76,25,NonExempt
Alpine Energy,2017,Twizel Village (TVS),3,0,NonExempt
Alpine Energy,2017,Unwin Hut (UHT),1.1,0,NonExempt
Alpine Energy,2018,Albury (ABY),4.92,0,NonExempt
Alpine Energy,2018,Balmoral (BML),0.13,0,NonExempt
Alpine Energy,2018,Bell's Pond (BPD),12.49,20,NonExempt
Alpine Energy,2018,Clandeboye 1 (CD1),15.41,20,NonExempt
Alpine Energy,2018,Clandeboye 2 (CD2),15.95,25,NonExempt
Alpine Energy,2018,Cooney's Road (CNR),3.48,0,NonExempt
Alpine Energy,2018,Fairlie (FLE),2.58,0,NonExempt
Alpine Energy,2018,Geraldine (GLD),6.7,0,NonExempt
Alpine Energy,2018,Haldon Lilybank (HLB),0.51,0,NonExempt
Alpine Energy,2018,Pareora (PAR),9.15,15,NonExempt
Alpine Energy,2018,Pleasant Point (PLP),5.12,0,NonExempt
Alpine Energy,2018,Rangitata (RGA),9.57,10,NonExempt
Alpine Energy,2018,Studholme (STU),16.42,11,NonExempt
Alpine Energy,2018,Tekapo Village (TEK),2.86,0,NonExempt
Alpine Energy,2018,Temuka (TMK),13.63,25,NonExempt
Alpine Energy,2018,Timaru 11/33 (TIM),14.14,25,NonExempt
Alpine Energy,2018,Twizel Village (TVS),3.43,0,NonExempt
Alpine Energy,2018,Unwin Hut (UHT),1.05,0,NonExempt
Alpine Energy,2019,Albury (ABY),6,0,NonExempt
Alpine Energy,2019,Balmoral (BML),0,0,NonExempt
Alpine Energy,2019,Bells Pond (BPD),15,20,NonExempt
Alpine Energy,2019,Clandeboye 1 (CD1),14,20,NonExempt
Alpine Energy,2019,Clandeboye 2 (CD2),15,25,NonExempt
Alpine Energy,2019,Cooney's Road (CNR),4,0,NonExempt
Alpine Energy,2019,Fairlie (FLE),3,0,NonExempt
Alpine Energy,2019,Geraldine (GLD),7,0,NonExempt
Alpine Energy,2019,Haldon Lilybank (HLB),0,0,NonExempt
Alpine Energy,2019,Pareora (PAR),9,15,NonExempt
Alpine Energy,2019,Pleasant Point (PLP),5,0,NonExempt
Alpine Energy,2019,Rangitata (RGA),11,10,NonExempt
Alpine Energy,2019,Studholme (STU),15,10,NonExempt
Alpine Energy,2019,Tekapo Village (TEK),4,0,NonExempt
Alpine Energy,2019,Temuka (TMK),14,25,NonExempt
Alpine Energy,2019,Timaru 11/33 kV (TIM),17,25,NonExempt
Alpine Energy,2019,Twizel Village (TVS),4,0,NonExempt
Alpine Energy,2019,Unwin Hut (UHT),1,0,NonExempt
Alpine Energy,2020,Albury (ABY),4.553105969258,0,NonExempt
Alpine Energy,2020,Balmoral (BML),,0,NonExempt
Alpine Energy,2020,Bells Pond (BPD),15.6306362380512,20,NonExempt
Alpine Energy,2020,Clandeboye 1 (CD1),14.1808925,20,NonExempt
Alpine Energy,2020,Clandeboye 2 (CD2),18.8472290039063,25,NonExempt
Alpine Energy,2020,Cooney's Road (CNR),4.14,0,NonExempt
Alpine Energy,2020,Fairlie (FLE),2.83,0,NonExempt
Alpine Energy,2020,Geraldine (GLD),6.39600639377331,0,NonExempt
Alpine Energy,2020,Haldon Lilybank (HLB),0.517642422552047,0,NonExempt
Alpine Energy,2020,Pareora (PAR),10.31,15,NonExempt
Alpine Energy,2020,Pleasant Point (PLP),4.99697644627327,0,NonExempt
Alpine Energy,2020,Rangitata (RGA),10.410744951131,10,NonExempt
Alpine Energy,2020,Studholme (STU),14.118,10,NonExempt
Alpine Energy,2020,Tekapo Village (TEK),3.95109399653867,0,NonExempt
Alpine Energy,2020,Temuka (TMK),13.7134327705009,25,NonExempt
Alpine Energy,2020,Timaru 11/33 kV (TIM),17.3743902721938,25,NonExempt
Alpine Energy,2020,Twizel Village (TVS),3.91759716016885,0,NonExempt
Alpine Energy,2020,Unwin Hut (UHT),0.993977712707217,0,NonExempt
Alpine Energy,2021,Albury (ABY),4.27,0,NonExempt
Alpine Energy,2021,Bells Pond (BPD),14.87,20,NonExempt
Alpine Energy,2021,Clandeboye 1 (CD1),14.27,20,NonExempt
Alpine Energy,2021,Clandeboye 2 (CD2),19.99,25,NonExempt
Alpine Energy,2021,Cooney's Road (CNR),4.63,0,NonExempt
Alpine Energy,2021,Fairlie (FLE),2.79,0,NonExempt
Alpine Energy,2021,Geraldine (GLD),7.36,0,NonExempt
Alpine Energy,2021,Haldon Lilybank (HLB),0.448,0,NonExempt
Alpine Energy,2021,Old Man Rage (OMR),0.204,0,NonExempt
Alpine Energy,2021,Pareora (PAR),9.62,15,NonExempt
Alpine Energy,2021,Pleasant Point (PLP),5.01,0,NonExempt
Alpine Energy,2021,Rangitata (RGA),10.58,10,NonExempt
Alpine Energy,2021,Studholme (STU),13.504,10,NonExempt
Alpine Energy,2021,Tekapo Village (TEK),3.8,0,NonExempt
Alpine Energy,2021,Temuka (TMK),13.96,25,NonExempt
Alpine Energy,2021,Timaru 11/33 kV (TIM),16.44,0,NonExempt
Alpine Energy,2021,Twizel Village (TVS),3.6,0,NonExempt
Alpine Energy,2021,Unwin Hut (UHT),1.05,0,NonExempt
Alpine Energy,2022,Albury (ABY),4.3,,NonExempt
Alpine Energy,2022,Bells Pond (BPD),15.05,20,NonExempt
Alpine Energy,2022,Clandeboye 1 (CD1),13.96,20,NonExempt
Alpine Energy,2022,Clandeboye 2 (CD2),20.07,25,NonExempt
Alpine Energy,2022,Cooney's Road (CNR),4.64,,NonExempt
Alpine Energy,2022,Fairlie (FLE),2.98,,NonExempt
Alpine Energy,2022,Geraldine (GLD),6.87,,NonExempt
Alpine Energy,2022,Haldon Lilybank (HLB),0.48,,NonExempt
Alpine Energy,2022,Old Man Rage (OMR),0.38,,NonExempt
Alpine Energy,2022,Pareora (PAR),9.68,15,NonExempt
Alpine Energy,2022,Pleasant Point (PLP),4.96,,NonExempt
Alpine Energy,2022,Rangitata (RGA),10.64,10,NonExempt
Alpine Energy,2022,Studholme (STU),15.13,10,NonExempt
Alpine Energy,2022,Tekapo Village (TEK),4.65,,NonExempt
Alpine Energy,2022,Temuka (TMK),14.55,25,NonExempt
Alpine Energy,2022,Timaru 11/33 kV (TIM),16.64,,NonExempt
Alpine Energy,2022,Twizel Village (TVS),3.99,,NonExempt
Alpine Energy,2022,Unwin Hut (UHT),1.02,,NonExempt
Alpine Energy,2023,Albury (ABY),3.71,0,NonExempt
Alpine Energy,2023,Bells Pond (BPD),13.22,20,NonExempt
Alpine Energy,2023,Clandeboye 1 (CD1),13.89,20,NonExempt
Alpine Energy,2023,Clandeboye 2 (CD2),19.79,25,NonExempt
Alpine Energy,2023,Cooneys Road (CNR),4.6,0,NonExempt
Alpine Energy,2023,Fairlie (FLE),2.77,0,NonExempt
Alpine Energy,2023,Geraldine (GLD),7,0,NonExempt
Alpine Energy,2023,Haldon Lilybank (HLB),0.68,0,NonExempt
Alpine Energy,2023,Old Man Range (OMR),0.38,0,NonExempt
Alpine Energy,2023,Pareora (PAR),9.124,15,NonExempt
Alpine Energy,2023,Pleasant Point (PLP),4.48,0,NonExempt
Alpine Energy,2023,Rangitata (RGA),9.99,10,NonExempt
Alpine Energy,2023,Studholme (STU),13.328,10,NonExempt
Alpine Energy,2023,Tekapo Village (TEK),4.25,0,NonExempt
Alpine Energy,2023,Temuka (TMK),12.58,25,NonExempt
Alpine Energy,2023,Timaru 11/33 kV (TIM),15.06,0,NonExempt
Alpine Energy,2023,Twizel Village (TVS),3.67,0,NonExempt
Alpine Energy,2023,Unwin Hut (UHT),0.95,0,NonExempt
Alpine Energy,2023,Washdyke Zone Substation (WSS),,0,NonExempt
Alpine Energy,2024,Albury (ABY),4.4,0,NonExempt
Alpine Energy,2024,Bells Pond (BPD),14.31,20,NonExempt
Alpine Energy,2024,Clandeboye 1 (CD1),13.89,20,NonExempt
Alpine Energy,2024,Clandeboye 2 (CD2),19.79,25,NonExempt
Alpine Energy,2024,Cooney's Road (CNR),4.52,0,NonExempt
Alpine Energy,2024,Fairlie (FLE),2.95,0,NonExempt
Alpine Energy,2024,Geraldine (GLD),7,0,NonExempt
Alpine Energy,2024,Haldon Lilybank (HLB),0.7176,0,NonExempt
Alpine Energy,2024,Old Man Rage (OMR),0.395124,0,NonExempt
Alpine Energy,2024,Pareora (PAR),9.124,15,NonExempt
Alpine Energy,2024,Pleasant Point (PLP),4.5024,0,NonExempt
Alpine Energy,2024,Rangitata (RGA),10.2,10,NonExempt
Alpine Energy,2024,Studholme (STU),14.094,10,NonExempt
Alpine Energy,2024,Tekapo Village (TEK),4.72775,0,NonExempt
Alpine Energy,2024,Temuka (TMK),12.85,25,NonExempt
Alpine Energy,2024,Timaru 11/33 kV (TIM),15.06,0,NonExempt
Alpine Energy,2024,Twizel Village (TVS),3.81386065921169,0,NonExempt
Alpine Energy,2024,Unwin Hut (UHT),0.95,0,NonExempt
Aurora Energy,2013,Alexandra,11.7,15,NonExempt
Aurora Energy,2013,Andersons Bay,15.4,18,NonExempt
Aurora Energy,2013,Arrowtown,8.3,7.5,NonExempt
Aurora Energy,2013,Berwick,1.3,3.6,NonExempt
Aurora Energy,2013,Cardrona,3.1,5,NonExempt
Aurora Energy,2013,Clyde-Earnscleugh,3.8,4.8,NonExempt
Aurora Energy,2013,Commonage,11.4,23,NonExempt
Aurora Energy,2013,Coronet Peak,4.6,6,NonExempt
Aurora Energy,2013,Corstorphine,13.1,23,NonExempt
Aurora Energy,2013,Cromwell,9.7,9,NonExempt
Aurora Energy,2013,Dalefield,2.7,3.6,NonExempt
Aurora Energy,2013,Earnscleugh,0,0,NonExempt
Aurora Energy,2013,East Taieri,16.5,23,NonExempt
Aurora Energy,2013,Ettrick,2,3.6,NonExempt
Aurora Energy,2013,Fernhill,5.9,10,NonExempt
Aurora Energy,2013,Frankton,13.3,17,NonExempt
Aurora Energy,2013,Green Island,13.7,18,NonExempt
Aurora Energy,2013,Halfway Bush,14.6,18,NonExempt
Aurora Energy,2013,Kaikorai Valley,10.7,23,NonExempt
Aurora Energy,2013,Maungawera,2.6,3.6,NonExempt
Aurora Energy,2013,Mosgiel,8,14,NonExempt
Aurora Energy,2013,Neville St,13.9,18,NonExempt
Aurora Energy,2013,North City,18.9,28,NonExempt
Aurora Energy,2013,North East Valley,11,23,NonExempt
Aurora Energy,2013,Omakau,1.9,3.6,NonExempt
Aurora Energy,2013,Outram,2.9,5.6,NonExempt
Aurora Energy,2013,Port Chalmers,7.5,10,NonExempt
Aurora Energy,2013,Queensberry,2.5,3.3,NonExempt
Aurora Energy,2013,Queenstown,13.5,26,NonExempt
Aurora Energy,2013,Remarkables,1.2,3.6,NonExempt
Aurora Energy,2013,Roxburgh,2.3,3.6,NonExempt
Aurora Energy,2013,Smith Street,16.7,18,NonExempt
Aurora Energy,2013,South City,15,18,NonExempt
Aurora Energy,2013,St Kilda,15.3,23,NonExempt
Aurora Energy,2013,Wanaka,19.2,24,NonExempt
Aurora Energy,2013,Ward Street,14.2,24,NonExempt
Aurora Energy,2013,Willowbank,12.1,18,NonExempt
Aurora Energy,2014,Alexandra,10.6,15,NonExempt
Aurora Energy,2014,Andersons Bay,16.1,18,NonExempt
Aurora Energy,2014,Arrowtown,8.3,7.5,NonExempt
Aurora Energy,2014,Berwick,1.3,3.6,NonExempt
Aurora Energy,2014,Cardrona,2.8,5,NonExempt
Aurora Energy,2014,Clyde-Earnscleugh,4.3,4.8,NonExempt
Aurora Energy,2014,Commonage,11.7,23,NonExempt
Aurora Energy,2014,Coronet Peak,4.9,6,NonExempt
Aurora Energy,2014,Corstorphine,13,23,NonExempt
Aurora Energy,2014,Cromwell,10.3,9,NonExempt
Aurora Energy,2014,Dalefield,2.7,3.6,NonExempt
Aurora Energy,2014,Earnscleugh,0,0,NonExempt
Aurora Energy,2014,East Taieri,16.5,23,NonExempt
Aurora Energy,2014,Ettrick,2.5,3.6,NonExempt
Aurora Energy,2014,Fernhill,5.9,10,NonExempt
Aurora Energy,2014,Frankton,13.3,17,NonExempt
Aurora Energy,2014,Green Island,13.7,18,NonExempt
Aurora Energy,2014,Halfway Bush,14.5,18,NonExempt
Aurora Energy,2014,Kaikorai Valley,10.7,23,NonExempt
Aurora Energy,2014,Maungawera,3.3,3.6,NonExempt
Aurora Energy,2014,Mosgiel,8.3,14,NonExempt
Aurora Energy,2014,Neville St,12.9,18,NonExempt
Aurora Energy,2014,North City,19.6,28,NonExempt
Aurora Energy,2014,North East Valley,11.3,23,NonExempt
Aurora Energy,2014,Omakau,2.2,3.6,NonExempt
Aurora Energy,2014,Outram,3,5.6,NonExempt
Aurora Energy,2014,Port Chalmers,7.1,10,NonExempt
Aurora Energy,2014,Queensberry,3.4,3.3,NonExempt
Aurora Energy,2014,Queenstown,13.3,26,NonExempt
Aurora Energy,2014,Remarkables,1.2,3.6,NonExempt
Aurora Energy,2014,Roxburgh,2,5,NonExempt
Aurora Energy,2014,Smith Street,16.1,18,NonExempt
Aurora Energy,2014,South City,14.8,18,NonExempt
Aurora Energy,2014,St Kilda,15.6,23,NonExempt
Aurora Energy,2014,Wanaka,18.8,24,NonExempt
Aurora Energy,2014,Ward Street,12.7,24,NonExempt
Aurora Energy,2014,Willowbank,12.5,18,NonExempt
Aurora Energy,2015,Alexandra,10.7,15,NonExempt
Aurora Energy,2015,Anderson’s Bay,14.5,18,NonExempt
Aurora Energy,2015,Arrowtown,7.9,7.5,NonExempt
Aurora Energy,2015,Berwick,1.4,3.6,NonExempt
Aurora Energy,2015,Cardrona,3.3,5,NonExempt
Aurora Energy,2015,Clyde/Earnscleugh,4.2,4.8,NonExempt
Aurora Energy,2015,Commonage,10.2,23,NonExempt
Aurora Energy,2015,Coronet Peak,5.4,6,NonExempt
Aurora Energy,2015,Corstorphine,12.5,23,NonExempt
Aurora Energy,2015,Cromwell,10.7,9,NonExempt
Aurora Energy,2015,Dalefield,2.8,3.6,NonExempt
Aurora Energy,2015,East Taieri,15.9,24,NonExempt
Aurora Energy,2015,Ettrick,1.7,3.6,NonExempt
Aurora Energy,2015,Fernhill,6.3,10,NonExempt
Aurora Energy,2015,Frankton,13,17,NonExempt
Aurora Energy,2015,Green Island,13.3,18,NonExempt
Aurora Energy,2015,Halfway Bush,14.1,18,NonExempt
Aurora Energy,2015,Kaikorai Valley,10.6,23,NonExempt
Aurora Energy,2015,Lindis Crossing,0,7.5,NonExempt
Aurora Energy,2015,Maungawera /Camphill,4,3.3,NonExempt
Aurora Energy,2015,Mosgiel,7.1,14,NonExempt
Aurora Energy,2015,Neville St,13.1,18,NonExempt
Aurora Energy,2015,North City,19.1,28,NonExempt
Aurora Energy,2015,North East Valley,11.1,23,NonExempt
Aurora Energy,2015,Omakau,2.8,3.6,NonExempt
Aurora Energy,2015,Outram,2.7,5.6,NonExempt
Aurora Energy,2015,Port Chalmers,7,10,NonExempt
Aurora Energy,2015,Queensberry,7,3.3,NonExempt
Aurora Energy,2015,Queenstown,13.6,26,NonExempt
Aurora Energy,2015,Remarkables,1.9,3.6,NonExempt
Aurora Energy,2015,Roxburgh,1.8,6,NonExempt
Aurora Energy,2015,Smith St,15.5,18,NonExempt
Aurora Energy,2015,South City,14.9,18,NonExempt
Aurora Energy,2015,St Kilda,15.5,23,NonExempt
Aurora Energy,2015,Wanaka,18.8,24,NonExempt
Aurora Energy,2015,Ward St,12.8,24,NonExempt
Aurora Energy,2015,Willowbank,12.3,18,NonExempt
Aurora Energy,2016,Alexandra,11.74,15,NonExempt
Aurora Energy,2016,Anderson’s Bay,15.6,18,NonExempt
Aurora Energy,2016,Arrowtown,8.75,7.5,NonExempt
Aurora Energy,2016,Berwick,1.37,3.6,NonExempt
Aurora Energy,2016,Camphill,3.96,7,NonExempt
Aurora Energy,2016,Cardrona,2.89,5,NonExempt
Aurora Energy,2016,Clyde/Earnscleugh,4.17,4.8,NonExempt
Aurora Energy,2016,Commonage,10.6,23,NonExempt
Aurora Energy,2016,Coronet Peak,4.93,6,NonExempt
Aurora Energy,2016,Corstorphine,13.98,23,NonExempt
Aurora Energy,2016,Cromwell,10.6,9,NonExempt
Aurora Energy,2016,Dalefield,3.14,3.6,NonExempt
Aurora Energy,2016,East Taieri,16.98,24,NonExempt
Aurora Energy,2016,Ettrick,2.21,3.6,NonExempt
Aurora Energy,2016,Fernhill,6.28,10,NonExempt
Aurora Energy,2016,Frankton,14.29,17,NonExempt
Aurora Energy,2016,Green Island,14,18,NonExempt
Aurora Energy,2016,Halfway Bush,15,18,NonExempt
Aurora Energy,2016,Kaikorai Val.,10.8,23,NonExempt
Aurora Energy,2016,Lindis Crossing,4.5,7.5,NonExempt
Aurora Energy,2016,Mosgiel,6.88,14,NonExempt
Aurora Energy,2016,Neville St,13.07,18,NonExempt
Aurora Energy,2016,North City,18.78,28,NonExempt
Aurora Energy,2016,North East Val.,11.44,23,NonExempt
Aurora Energy,2016,Omakau,3.56,3.6,NonExempt
Aurora Energy,2016,Outram,2.8,5.6,NonExempt
Aurora Energy,2016,Port Chalmers,7.3,10,NonExempt
Aurora Energy,2016,Queensberry,3,4,NonExempt
Aurora Energy,2016,Queenstown,14,26,NonExempt
Aurora Energy,2016,Remarkables,2.32,3.6,NonExempt
Aurora Energy,2016,Roxburgh,1.78,6,NonExempt
Aurora Energy,2016,Smith St,15.22,18,NonExempt
Aurora Energy,2016,South City,16.08,18,NonExempt
Aurora Energy,2016,St Kilda,16,23,NonExempt
Aurora Energy,2016,Wanaka,20.34,24,NonExempt
Aurora Energy,2016,Ward St,12.8,24,NonExempt
Aurora Energy,2016,Willowbank,12.49,18,NonExempt
Aurora Energy,2017,Alexandra,11.74,15,NonExempt
Aurora Energy,2017,Anderson’s Bay,15.6,18,NonExempt
Aurora Energy,2017,Arrowtown,8.75,7.5,NonExempt
Aurora Energy,2017,Berwick,1.37,3.6,NonExempt
Aurora Energy,2017,Camphill,3.96,7,NonExempt
Aurora Energy,2017,Cardrona,2.89,5,NonExempt
Aurora Energy,2017,Clyde/Earnscleugh,4.17,4.8,NonExempt
Aurora Energy,2017,Commonage,10.6,23,NonExempt
Aurora Energy,2017,Coronet Peak,6,6,NonExempt
Aurora Energy,2017,Corstorphine,13.98,23,NonExempt
Aurora Energy,2017,Cromwell,10.6,9,NonExempt
Aurora Energy,2017,Dalefield,3.14,3.6,NonExempt
Aurora Energy,2017,East Taieri,16.98,24,NonExempt
Aurora Energy,2017,Ettrick,2.21,3.6,NonExempt
Aurora Energy,2017,Fernhill,6.28,10,NonExempt
Aurora Energy,2017,Frankton,14.29,17,NonExempt
Aurora Energy,2017,Green Island,14,18,NonExempt
Aurora Energy,2017,Halfway Bush,15,18,NonExempt
Aurora Energy,2017,Kaikorai Val.,10.8,23,NonExempt
Aurora Energy,2017,Lauder Flat,1,3,NonExempt
Aurora Energy,2017,Lindis Crossing,4.5,7.5,NonExempt
Aurora Energy,2017,Mosgiel,6.88,14,NonExempt
Aurora Energy,2017,Neville St,13.07,18,NonExempt
Aurora Energy,2017,North City,18.78,28,NonExempt
Aurora Energy,2017,North East Val.,11.44,23,NonExempt
Aurora Energy,2017,Omakau,3,3.6,NonExempt
Aurora Energy,2017,Outram,2.8,3,NonExempt
Aurora Energy,2017,Port Chalmers,7.3,10,NonExempt
Aurora Energy,2017,Queensberry,3,4,NonExempt
Aurora Energy,2017,Queenstown,14,26,NonExempt
Aurora Energy,2017,Remarkables,2.32,3.6,NonExempt
Aurora Energy,2017,Roxburgh,1.78,6,NonExempt
Aurora Energy,2017,Smith St,15.22,18,NonExempt
Aurora Energy,2017,South City,16.08,18,NonExempt
Aurora Energy,2017,St Kilda,16,23,NonExempt
Aurora Energy,2017,Wanaka,20.34,24,NonExempt
Aurora Energy,2017,Ward St,12.8,24,NonExempt
Aurora Energy,2017,Willowbank,12.49,18,NonExempt
Aurora Energy,2018,Alexandra,11.1,15,NonExempt
Aurora Energy,2018,Anderson’s Bay,15,18,NonExempt
Aurora Energy,2018,Arrowtown,8.5,6,NonExempt
Aurora Energy,2018,Berwick,1.4,3.6,NonExempt
Aurora Energy,2018,Camphill,5.3,6.5,NonExempt
Aurora Energy,2018,Cardrona,4.1,6,NonExempt
Aurora Energy,2018,Clyde/Earnscleugh,3.1,4.8,NonExempt
Aurora Energy,2018,Commonage,12.2,17,NonExempt
Aurora Energy,2018,Coronet Peak,5.3,6,NonExempt
Aurora Energy,2018,Corstorphine,12.8,23,NonExempt
Aurora Energy,2018,Cromwell,11.2,7.5,NonExempt
Aurora Energy,2018,Dalefield,2.4,3.6,NonExempt
Aurora Energy,2018,Earnscleugh,0,2,NonExempt
Aurora Energy,2018,East Taieri,16,24,NonExempt
Aurora Energy,2018,Ettrick,1.85,3.6,NonExempt
Aurora Energy,2018,Fernhill,6.7,10,NonExempt
Aurora Energy,2018,Frankton,14.6,15,NonExempt
Aurora Energy,2018,Green Island,13.3,18,NonExempt
Aurora Energy,2018,Halfway Bush,15,24,NonExempt
Aurora Energy,2018,Kaikorai Val.,10.2,23,NonExempt
Aurora Energy,2018,Lauder Flat,0.7,4,NonExempt
Aurora Energy,2018,Lindis Crossing,5.9,7.5,NonExempt
Aurora Energy,2018,Mosgiel,6.9,12,NonExempt
Aurora Energy,2018,Neville St,11.6,18,NonExempt
Aurora Energy,2018,North City,18.2,28,NonExempt
Aurora Energy,2018,North East Val.,10.8,18,NonExempt
Aurora Energy,2018,Omakau,2.8,3,NonExempt
Aurora Energy,2018,Outram,2.8,6,NonExempt
Aurora Energy,2018,Port Chalmers,6.5,10,NonExempt
Aurora Energy,2018,Queensberry,2.8,4,NonExempt
Aurora Energy,2018,Queenstown,14,20,NonExempt
Aurora Energy,2018,Remarkables,2.4,3.6,NonExempt
Aurora Energy,2018,Roxburgh,1.8,6,NonExempt
Aurora Energy,2018,Smith St,14,18,NonExempt
Aurora Energy,2018,South City,15.3,18,NonExempt
Aurora Energy,2018,St Kilda,14.8,23,NonExempt
Aurora Energy,2018,Wanaka,19.8,24,NonExempt
Aurora Energy,2018,Ward St,10.7,23,NonExempt
Aurora Energy,2018,Willowbank,12.6,18,NonExempt
