edb,disc_yr,sub_category,peak,capacity,status
Vector Lines,2014,Westfield,26,22,NonExempt
Vector Lines,2014,White Swan,30.4,34.7,NonExempt
Vector Lines,2014,Wiri,38,48,NonExempt
Vector Lines,2014,Woodford,11.7,0,NonExempt
Vector Lines,2015,Atkinson Road,17.9,24,NonExempt
Vector Lines,2015,Auckland Airport,16.1,25,NonExempt
Vector Lines,2015,Avondale,26,24,NonExempt
Vector Lines,2015,Bairds,22.9,24,NonExempt
Vector Lines,2015,Balmain,8.4,0,NonExempt
Vector Lines,2015,Balmoral,14.7,22.9,NonExempt
Vector Lines,2015,Belmont,12.3,14,NonExempt
Vector Lines,2015,Birkdale,22.9,24,NonExempt
Vector Lines,2015,Brickworks,10.3,0,NonExempt
Vector Lines,2015,Browns Bay,17.4,12,NonExempt
Vector Lines,2015,Bush Road,24.1,23.8,NonExempt
Vector Lines,2015,Carbine,15.9,21.5,NonExempt
Vector Lines,2015,Chevalier,19.9,18.9,NonExempt
Vector Lines,2015,Clendon,20.1,24,NonExempt
Vector Lines,2015,Clevedon,2.7,0,NonExempt
Vector Lines,2015,Coatesville,9.8,0,NonExempt
Vector Lines,2015,Drive,24.9,24,NonExempt
Vector Lines,2015,East Coast Road,18.4,0,NonExempt
Vector Lines,2015,East Tamaki,18,24,NonExempt
Vector Lines,2015,Forrest Hill,16.6,20,NonExempt
Vector Lines,2015,Freemans Bay,20.1,21.6,NonExempt
Vector Lines,2015,Glen Innes,10.8,13.4,NonExempt
Vector Lines,2015,Greenhithe,11.5,0,NonExempt
Vector Lines,2015,Greenmount,41.6,48,NonExempt
Vector Lines,2015,Gulf Harbour,7.5,0,NonExempt
Vector Lines,2015,Hans,25,24,NonExempt
Vector Lines,2015,Hauraki,8.7,0,NonExempt
Vector Lines,2015,Helensville,13.9,9,NonExempt
Vector Lines,2015,Henderson Valley,16.3,16,NonExempt
Vector Lines,2015,Highbrook,5.6,23,NonExempt
Vector Lines,2015,Highbury,13.8,0,NonExempt
Vector Lines,2015,Hillcrest,23.5,23.8,NonExempt
Vector Lines,2015,Hillsborough,16.6,24,NonExempt
Vector Lines,2015,Hobson 110/11kV,20.5,30,NonExempt
Vector Lines,2015,Hobson 22/11kV,17.8,18,NonExempt
Vector Lines,2015,Hobson 22kV,45.3,80,NonExempt
Vector Lines,2015,Hobsonville,21,16,NonExempt
Vector Lines,2015,Howick,39.2,46,NonExempt
Vector Lines,2015,James Street,20,16,NonExempt
Vector Lines,2015,Keeling Road,14.3,0,NonExempt
Vector Lines,2015,Kingsland,23.6,24,NonExempt
Vector Lines,2015,Laingholm,8.8,9,NonExempt
Vector Lines,2015,Liverpool,37.6,48,NonExempt
Vector Lines,2015,Liverpool 22kV,94.7,135,NonExempt
Vector Lines,2015,Mangere Central,25.2,24,NonExempt
Vector Lines,2015,Mangere East,23.5,24,NonExempt
Vector Lines,2015,Mangere West,18.9,33,NonExempt
Vector Lines,2015,Manly,18.9,14,NonExempt
Vector Lines,2015,Manukau,41,48,NonExempt
Vector Lines,2015,Manurewa,47.5,46.9,NonExempt
Vector Lines,2015,Maraetai,8.2,18,NonExempt
Vector Lines,2015,McKinnon,22.1,23.8,NonExempt
Vector Lines,2015,McNab,40.3,48,NonExempt
Vector Lines,2015,Mcleod Road,12.4,0,NonExempt
Vector Lines,2015,Milford,9.4,0,NonExempt
Vector Lines,2015,Mt Albert,6.9,0,NonExempt
Vector Lines,2015,Mt Wellington,19.2,24,NonExempt
Vector Lines,2015,New Lynn,13.8,14,NonExempt
Vector Lines,2015,Newmarket,37.2,48,NonExempt
Vector Lines,2015,Newton,17.2,18.9,NonExempt
Vector Lines,2015,Ngataringa Bay,8.8,0,NonExempt
Vector Lines,2015,Northcote,6.2,0,NonExempt
Vector Lines,2015,Onehunga,14.2,14.7,NonExempt
Vector Lines,2015,Orakei,21.5,21.6,NonExempt
Vector Lines,2015,Oratia,5.3,0,NonExempt
Vector Lines,2015,Orewa,15.9,15.2,NonExempt
Vector Lines,2015,Otara,33.5,30.8,NonExempt
Vector Lines,2015,Pacific Steel,54.9,44,NonExempt
Vector Lines,2015,Pakuranga,22.8,24,NonExempt
Vector Lines,2015,Papakura,26.1,24,NonExempt
Vector Lines,2015,Parnell,10.4,13.3,NonExempt
Vector Lines,2015,Ponsonby,15.8,14.4,NonExempt
Vector Lines,2015,Quay,24,24,NonExempt
Vector Lines,2015,Quay 22kV,39.3,120,NonExempt
Vector Lines,2015,Ranui,12.2,0,NonExempt
Vector Lines,2015,Red Beach,14.2,24,NonExempt
Vector Lines,2015,Remuera,34.6,24,NonExempt
Vector Lines,2015,Riverhead,9.1,9,NonExempt
Vector Lines,2015,Rockfield,21.2,24,NonExempt
Vector Lines,2015,Rosebank,22.2,25.8,NonExempt
Vector Lines,2015,Rosedale,10,,NonExempt
Vector Lines,2015,Sabulite Road,19.9,14,NonExempt
Vector Lines,2015,Sandringham,22.4,24,NonExempt
Vector Lines,2015,Simpson Road,4.8,0,NonExempt
Vector Lines,2015,Snells Beach,6.4,0,NonExempt
Vector Lines,2015,South Howick,31,24,NonExempt
Vector Lines,2015,Spur Road,10.7,0,NonExempt
Vector Lines,2015,St Heliers,22.5,21,NonExempt
Vector Lines,2015,St Johns,19.2,24,NonExempt
Vector Lines,2015,Sunset Road,17.7,14,NonExempt
Vector Lines,2015,Swanson,9.3,0,NonExempt
Vector Lines,2015,Sylvia Park,18,24,NonExempt
Vector Lines,2015,Takanini,14.4,18,NonExempt
Vector Lines,2015,Takapuna,9.1,0,NonExempt
Vector Lines,2015,Te Atatu,20.3,14,NonExempt
Vector Lines,2015,Te Papapa,22.8,24,NonExempt
Vector Lines,2015,Torbay,7,0,NonExempt
Vector Lines,2015,Triangle Road,17.3,12,NonExempt
Vector Lines,2015,Victoria,24.2,22.4,NonExempt
Vector Lines,2015,Waiake,8.9,0,NonExempt
Vector Lines,2015,Waiheke,10.6,15,NonExempt
Vector Lines,2015,Waikaukau,7.4,0,NonExempt
Vector Lines,2015,Waimauku,8.9,0,NonExempt
Vector Lines,2015,Wairau Road,16.6,16,NonExempt
Vector Lines,2015,Warkworth,18.5,18,NonExempt
Vector Lines,2015,Wellsford,8.2,9,NonExempt
Vector Lines,2015,Westfield,29.3,24,NonExempt
Vector Lines,2015,White Swan,29.8,32.2,NonExempt
Vector Lines,2015,Wiri,41.4,48,NonExempt
Vector Lines,2015,Woodford,10.2,0,NonExempt
Vector Lines,2016,Atkinson Road,18.5,24,NonExempt
Vector Lines,2016,Auckland Airport,16,22.8,NonExempt
Vector Lines,2016,Avondale,30,24,NonExempt
Vector Lines,2016,Bairds,23.4,24,NonExempt
Vector Lines,2016,Balmain,8.2,0,NonExempt
Vector Lines,2016,Balmoral,14.7,22.9,NonExempt
Vector Lines,2016,Belmont,14.4,14,NonExempt
Vector Lines,2016,Birkdale,22.5,24,NonExempt
Vector Lines,2016,Brickworks,10.1,0,NonExempt
Vector Lines,2016,Browns Bay,16.4,10,NonExempt
Vector Lines,2016,Bush Road,23.9,23.8,NonExempt
Vector Lines,2016,Carbine,15.8,21.5,NonExempt
Vector Lines,2016,Chevalier,24.2,18.9,NonExempt
Vector Lines,2016,Clendon,22.5,24,NonExempt
Vector Lines,2016,Clevedon,2.7,0,NonExempt
Vector Lines,2016,Coatesville,9.4,0,NonExempt
Vector Lines,2016,Drive,24,24,NonExempt
Vector Lines,2016,East Coast Road,15.5,0,NonExempt
Vector Lines,2016,East Tamaki,19.5,22,NonExempt
Vector Lines,2016,Flatbush,0,24,NonExempt
Vector Lines,2016,Forrest Hill,17.4,20,NonExempt
Vector Lines,2016,Freemans Bay,19.7,21.6,NonExempt
Vector Lines,2016,Glen Innes,11.6,13.4,NonExempt
Vector Lines,2016,Greenhithe,11.2,0,NonExempt
Vector Lines,2016,Greenmount,39.9,48,NonExempt
Vector Lines,2016,Gulf Harbour,7.9,0,NonExempt
Vector Lines,2016,Hans,27.6,19.4,NonExempt
Vector Lines,2016,Hauraki,8.1,0,NonExempt
Vector Lines,2016,Helensville,14.1,9,NonExempt
Vector Lines,2016,Henderson Valley,17.2,15.2,NonExempt
Vector Lines,2016,Highbrook,7.7,23,NonExempt
Vector Lines,2016,Highbury,13,0,NonExempt
Vector Lines,2016,Hillcrest,22,23.8,NonExempt
Vector Lines,2016,Hillsborough,19.7,24,NonExempt
Vector Lines,2016,Hobson 110/11kV,22.6,30,NonExempt
Vector Lines,2016,Hobson 22/11kV,20.6,18,NonExempt
Vector Lines,2016,Hobson 22kV,47.9,40,NonExempt
Vector Lines,2016,Hobsonville,22.3,16,NonExempt
Vector Lines,2016,Howick,37.6,46,NonExempt
Vector Lines,2016,James Street,19.2,16,NonExempt
Vector Lines,2016,Keeling Road,16,0,NonExempt
Vector Lines,2016,Kingsland,22.5,24,NonExempt
Vector Lines,2016,Laingholm,8.5,9,NonExempt
Vector Lines,2016,Liverpool,35.4,48,NonExempt
Vector Lines,2016,Liverpool 22kV,97.2,135,NonExempt
Vector Lines,2016,Mangere Central,28.2,24,NonExempt
Vector Lines,2016,Mangere East,25.5,24,NonExempt
Vector Lines,2016,Mangere West,17.6,36,NonExempt
Vector Lines,2016,Manly,18.9,14,NonExempt
Vector Lines,2016,Manukau,40.8,42.9,NonExempt
Vector Lines,2016,Manurewa,47.3,46.9,NonExempt
Vector Lines,2016,Maraetai,7.4,18,NonExempt
Vector Lines,2016,McKinnon,16.4,23.8,NonExempt
Vector Lines,2016,McNab,42.4,48,NonExempt
Vector Lines,2016,Mcleod Road,10.1,0,NonExempt
Vector Lines,2016,Milford,7.9,0,NonExempt
Vector Lines,2016,Mt Albert,6.7,0,NonExempt
Vector Lines,2016,Mt Wellington,19.7,24,NonExempt
Vector Lines,2016,New Lynn,14.3,14,NonExempt
Vector Lines,2016,Newmarket,33.5,48,NonExempt
Vector Lines,2016,Newton,20.9,18.9,NonExempt
Vector Lines,2016,Ngataringa Bay,7.7,0,NonExempt
Vector Lines,2016,Northcote,6.2,0,NonExempt
Vector Lines,2016,Onehunga,11.3,14.7,NonExempt
Vector Lines,2016,Orakei,21.9,21.6,NonExempt
Vector Lines,2016,Oratia,5,0,NonExempt
Vector Lines,2016,Orewa,17.5,15.2,NonExempt
Vector Lines,2016,Otara,34.8,30.8,NonExempt
Vector Lines,2016,Pacific Steel,54.7,44,NonExempt
Vector Lines,2016,Pakuranga,21.7,24,NonExempt
Vector Lines,2016,Papakura,27.8,24,NonExempt
Vector Lines,2016,Parnell,9.9,13.3,NonExempt
Vector Lines,2016,Ponsonby,15.5,14.4,NonExempt
Vector Lines,2016,Quay,23.8,24,NonExempt
Vector Lines,2016,Quay 22kV,40.4,120,NonExempt
Vector Lines,2016,Ranui,11.2,0,NonExempt
Vector Lines,2016,Red Beach,18.9,24,NonExempt
Vector Lines,2016,Remuera,28.6,24,NonExempt
Vector Lines,2016,Riverhead,10.3,9,NonExempt
Vector Lines,2016,Rockfield,21.5,24,NonExempt
Vector Lines,2016,Rosebank,21.3,25.8,NonExempt
Vector Lines,2016,Rosedale,13.6,0,NonExempt
Vector Lines,2016,Sabulite Road,22.1,14,NonExempt
Vector Lines,2016,Sandringham,22.9,24,NonExempt
Vector Lines,2016,Simpson Road,5.2,0,NonExempt
Vector Lines,2016,Snells Beach,7.9,0,NonExempt
Vector Lines,2016,South Howick,31,24,NonExempt
Vector Lines,2016,Spur Road,10.3,0,NonExempt
Vector Lines,2016,St Heliers,21.4,21,NonExempt
Vector Lines,2016,St Johns,18.5,24,NonExempt
Vector Lines,2016,Sunset Road,16.3,14,NonExempt
Vector Lines,2016,Swanson,10.2,0,NonExempt
Vector Lines,2016,Sylvia Park,20.7,24,NonExempt
Vector Lines,2016,Takanini,17.2,18,NonExempt
Vector Lines,2016,Takapuna,9.3,0,NonExempt
Vector Lines,2016,Te Atatu,21.2,14,NonExempt
Vector Lines,2016,Te Papapa,23.3,24,NonExempt
Vector Lines,2016,Torbay,7.3,0,NonExempt
Vector Lines,2016,Triangle Road,16.6,12,NonExempt
Vector Lines,2016,Victoria,24,22.4,NonExempt
Vector Lines,2016,Waiake,8.4,0,NonExempt
Vector Lines,2016,Waiheke,10.7,15,NonExempt
Vector Lines,2016,Waikaukau,7,0,NonExempt
Vector Lines,2016,Waimauku,9.4,0,NonExempt
Vector Lines,2016,Wairau Road,17.9,16,NonExempt
Vector Lines,2016,Warkworth,19.2,18,NonExempt
Vector Lines,2016,Wellsford,8.2,9,NonExempt
Vector Lines,2016,Westfield,22.8,24,NonExempt
Vector Lines,2016,White Swan,27.5,32.2,NonExempt
Vector Lines,2016,Wiri,63.1,48,NonExempt
Vector Lines,2016,Woodford,9.3,0,NonExempt
Vector Lines,2017,Atkinson Road,18.9,24,NonExempt
Vector Lines,2017,Auckland Airport,17,25,NonExempt
Vector Lines,2017,Avondale,28.7,24,NonExempt
Vector Lines,2017,Bairds,22.2,24,NonExempt
Vector Lines,2017,Balmain,8.6,0,NonExempt
Vector Lines,2017,Balmoral,12.5,24,NonExempt
Vector Lines,2017,Belmont,12.8,14,NonExempt
Vector Lines,2017,Birkdale,23.6,24,NonExempt
Vector Lines,2017,Brickworks,10.4,0,NonExempt
Vector Lines,2017,Browns Bay,15.3,10,NonExempt
Vector Lines,2017,Bush Road,23.4,23.8,NonExempt
Vector Lines,2017,Carbine,14.5,21.5,NonExempt
Vector Lines,2017,Chevalier,19.9,18.9,NonExempt
Vector Lines,2017,Clendon,20.5,24,NonExempt
Vector Lines,2017,Clevedon,2.9,0,NonExempt
Vector Lines,2017,Coatesville,10.1,0,NonExempt
Vector Lines,2017,Drive,25.1,24,NonExempt
Vector Lines,2017,East Coast Road,15,0,NonExempt
Vector Lines,2017,East Tamaki,15.9,24,NonExempt
Vector Lines,2017,Flatbush,8.1,24,NonExempt
Vector Lines,2017,Forrest Hill,17.4,20,NonExempt
Vector Lines,2017,Freemans Bay,17.8,21.6,NonExempt
Vector Lines,2017,Glen Innes,12.6,13.4,NonExempt
Vector Lines,2017,Greenhithe,11.7,0,NonExempt
Vector Lines,2017,Greenmount,39.2,48,NonExempt
Vector Lines,2017,Gulf Harbour,7.7,0,NonExempt
Vector Lines,2017,Hans,23.1,24,NonExempt
Vector Lines,2017,Hauraki,8.6,0,NonExempt
Vector Lines,2017,Helensville,14.8,9,NonExempt
Vector Lines,2017,Henderson Valley,16.2,15.2,NonExempt
Vector Lines,2017,Highbrook,8.1,19.4,NonExempt
Vector Lines,2017,Highbury,12.5,0,NonExempt
Vector Lines,2017,Hillcrest,22.3,21.7,NonExempt
Vector Lines,2017,Hillsborough,18.2,24,NonExempt
Vector Lines,2017,Hobson 110/11kV,21,30,NonExempt
Vector Lines,2017,Hobson 22/11kV,17.6,18,NonExempt
Vector Lines,2017,Hobson 22kV,44,80,NonExempt
Vector Lines,2017,Hobsonville,24.1,16,NonExempt
Vector Lines,2017,Howick,35.8,46,NonExempt
Vector Lines,2017,James Street,18.7,16,NonExempt
Vector Lines,2017,Keeling Road,17,24,NonExempt
Vector Lines,2017,Kingsland,23.1,24,NonExempt
Vector Lines,2017,Laingholm,8.8,9,NonExempt
Vector Lines,2017,Lichfield,17.6,20,NonExempt
Vector Lines,2017,Liverpool,35,48,NonExempt
Vector Lines,2017,Liverpool 22kV,80.8,135,NonExempt
Vector Lines,2017,Mangere Central,27.6,24,NonExempt
Vector Lines,2017,Mangere East,27.6,24,NonExempt
Vector Lines,2017,Mangere West,17.8,33,NonExempt
Vector Lines,2017,Manly,18.2,14,NonExempt
Vector Lines,2017,Manukau,32.2,42.9,NonExempt
Vector Lines,2017,Manurewa,48,46.9,NonExempt
Vector Lines,2017,Maraetai,7.3,18,NonExempt
Vector Lines,2017,McKinnon,16.1,23.8,NonExempt
Vector Lines,2017,McNab,43.9,48,NonExempt
Vector Lines,2017,Mcleod Road,9.5,0,NonExempt
Vector Lines,2017,Milford,7.7,0,NonExempt
Vector Lines,2017,Mt Albert,7,0,NonExempt
Vector Lines,2017,Mt Wellington,19.2,24,NonExempt
Vector Lines,2017,New Lynn,14.1,14,NonExempt
Vector Lines,2017,Newmarket,33.2,48,NonExempt
Vector Lines,2017,Newton,20,18.9,NonExempt
Vector Lines,2017,Ngataringa Bay,7.2,0,NonExempt
Vector Lines,2017,Northcote,5.8,0,NonExempt
Vector Lines,2017,Onehunga,12,14.7,NonExempt
Vector Lines,2017,Orakei,21.8,21.6,NonExempt
Vector Lines,2017,Oratia,5,0,NonExempt
Vector Lines,2017,Orewa,17.5,15.2,NonExempt
Vector Lines,2017,Otara,27.9,30.8,NonExempt
Vector Lines,2017,Pacific Steel,18.6,44,NonExempt
Vector Lines,2017,Pakuranga,22.9,24,NonExempt
Vector Lines,2017,Papakura,26.7,24,NonExempt
Vector Lines,2017,Parnell,10.1,13.3,NonExempt
Vector Lines,2017,Ponsonby,15.3,14.4,NonExempt
Vector Lines,2017,Quay,24.4,24,NonExempt
Vector Lines,2017,Quay 22kV,38.6,60,NonExempt
Vector Lines,2017,Ranui,12,0,NonExempt
Vector Lines,2017,Red Beach,14.2,24,NonExempt
Vector Lines,2017,Remuera,29.1,24,NonExempt
Vector Lines,2017,Riverhead,11.7,9,NonExempt
Vector Lines,2017,Rockfield,23.9,24,NonExempt
Vector Lines,2017,Rosebank,22.4,25.8,NonExempt
Vector Lines,2017,Rosedale,14.5,0,NonExempt
Vector Lines,2017,Sabulite Road,20.8,14,NonExempt
Vector Lines,2017,Sandringham,20.3,24,NonExempt
Vector Lines,2017,Simpson Road,5,0,NonExempt
Vector Lines,2017,Snells Beach,6.3,0,NonExempt
Vector Lines,2017,South Howick,27,24,NonExempt
Vector Lines,2017,Spur Road,10.5,0,NonExempt
Vector Lines,2017,St Heliers,20.4,21,NonExempt
Vector Lines,2017,St Johns,17.7,24,NonExempt
Vector Lines,2017,Sunset Road,15.7,14,NonExempt
Vector Lines,2017,Swanson,10.5,0,NonExempt
Vector Lines,2017,Sylvia Park,19.7,24,NonExempt
Vector Lines,2017,Takanini,17.4,18,NonExempt
Vector Lines,2017,Takapuna,9.2,0,NonExempt
Vector Lines,2017,Te Atatu,22,14,NonExempt
Vector Lines,2017,Te Papapa,22.6,22.5,NonExempt
Vector Lines,2017,Torbay,8.6,0,NonExempt
Vector Lines,2017,Triangle Road,14.1,12,NonExempt
Vector Lines,2017,Victoria,23.4,22.4,NonExempt
Vector Lines,2017,Waiake,8.1,0,NonExempt
Vector Lines,2017,Waiheke,11.8,15,NonExempt
Vector Lines,2017,Waikaukau,7.1,0,NonExempt
Vector Lines,2017,Waimauku,10.5,9,NonExempt
Vector Lines,2017,Wairau Road,17.3,15.2,NonExempt
Vector Lines,2017,Warkworth,20.1,18,NonExempt
Vector Lines,2017,Wellsford,8.2,9,NonExempt
Vector Lines,2017,Westfield,26.7,24,NonExempt
Vector Lines,2017,White Swan,26.2,32.2,NonExempt
Vector Lines,2017,Wiri,41.4,48,NonExempt
Vector Lines,2017,Woodford,9.9,0,NonExempt
Vector Lines,2018,Atkinson Road,18.6,21.4,NonExempt
Vector Lines,2018,Auckland Airport,16.2,25,NonExempt
Vector Lines,2018,Avondale,30,24,NonExempt
Vector Lines,2018,Bairds,25.5,24,NonExempt
Vector Lines,2018,Balmain,8.2,0,NonExempt
Vector Lines,2018,Balmoral,13,24,NonExempt
Vector Lines,2018,Belmont,17.8,14,NonExempt
Vector Lines,2018,Birkdale,22.5,24,NonExempt
Vector Lines,2018,Brickworks,10.4,0,NonExempt
Vector Lines,2018,Browns Bay,16.9,10,NonExempt
Vector Lines,2018,Bush Road,27.7,22.6,NonExempt
Vector Lines,2018,Carbine,14.4,21.5,NonExempt
Vector Lines,2018,Chevalier,19.6,24,NonExempt
Vector Lines,2018,Clendon,21.5,24,NonExempt
Vector Lines,2018,Clevedon,3,0,NonExempt
Vector Lines,2018,Coatesville,9.9,0,NonExempt
Vector Lines,2018,Drive,25.8,24,NonExempt
Vector Lines,2018,East Coast Road,15.8,0,NonExempt
Vector Lines,2018,East Tamaki,14.3,24,NonExempt
Vector Lines,2018,Flatbush,11.4,24,NonExempt
Vector Lines,2018,Forrest Hill,17.2,20,NonExempt
Vector Lines,2018,Freemans Bay,18,21.6,NonExempt
Vector Lines,2018,Glen Innes,12.4,13.4,NonExempt
Vector Lines,2018,Greenhithe,11.2,0,NonExempt
Vector Lines,2018,Greenmount,39,48,NonExempt
Vector Lines,2018,Gulf Harbour,7.8,0,NonExempt
Vector Lines,2018,Hans,23.5,23.8,NonExempt
Vector Lines,2018,Hauraki,8.4,0,NonExempt
Vector Lines,2018,Helensville,14.2,9,NonExempt
Vector Lines,2018,Henderson Valley,18.7,15.2,NonExempt
Vector Lines,2018,Highbrook,8.9,23.4,NonExempt
Vector Lines,2018,Highbury,13.5,0,NonExempt
Vector Lines,2018,Hillcrest,25,23.8,NonExempt
Vector Lines,2018,Hillsborough,15.6,23.6,NonExempt
Vector Lines,2018,Hobson 110/11kV,12.8,25,NonExempt
Vector Lines,2018,Hobson 22/11kV,18.5,18,NonExempt
Vector Lines,2018,Hobson 22kV,45,40,NonExempt
Vector Lines,2018,Hobsonville,22.2,15.2,NonExempt
Vector Lines,2018,Howick,39.1,48,NonExempt
Vector Lines,2018,James Street,19.8,15.2,NonExempt
Vector Lines,2018,Keeling Road,12,0,NonExempt
Vector Lines,2018,Kingsland,23.9,24,NonExempt
Vector Lines,2018,Laingholm,8.6,9,NonExempt
Vector Lines,2018,Lichfield,17.6,20,NonExempt
Vector Lines,2018,Liverpool,37.1,48,NonExempt
Vector Lines,2018,Liverpool 22kV,100.2,100,NonExempt
Vector Lines,2018,Mangere Central,31.8,24,NonExempt
Vector Lines,2018,Mangere East,26.5,24,NonExempt
Vector Lines,2018,Mangere West,22.2,30,NonExempt
Vector Lines,2018,Manly,18.7,14,NonExempt
Vector Lines,2018,Manukau,30.3,48,NonExempt
Vector Lines,2018,Manurewa,50.9,48,NonExempt
Vector Lines,2018,Maraetai,9.9,18,NonExempt
Vector Lines,2018,McKinnon,20.2,23.8,NonExempt
Vector Lines,2018,McNab,44.1,48,NonExempt
Vector Lines,2018,Mcleod Road,10.2,0,NonExempt
Vector Lines,2018,Milford,8.4,0,NonExempt
Vector Lines,2018,Mt Albert,6.7,0,NonExempt
Vector Lines,2018,Mt Wellington,19,24,NonExempt
Vector Lines,2018,New Lynn,14.1,14,NonExempt
Vector Lines,2018,Newmarket,34.2,48,NonExempt
Vector Lines,2018,Newton,20,18.9,NonExempt
Vector Lines,2018,Ngataringa Bay,7.5,0,NonExempt
Vector Lines,2018,Northcote,6.4,0,NonExempt
Vector Lines,2018,Onehunga,15,14.7,NonExempt
Vector Lines,2018,Orakei,21,21.6,NonExempt
Vector Lines,2018,Oratia,5.2,0,NonExempt
Vector Lines,2018,Orewa,17.2,15.2,NonExempt
Vector Lines,2018,Otara,28,31.2,NonExempt
Vector Lines,2018,Pacific Steel,20,42,NonExempt
Vector Lines,2018,Pakuranga,23.7,24,NonExempt
Vector Lines,2018,Papakura,27.8,23.4,NonExempt
Vector Lines,2018,Parnell,10,14.4,NonExempt
Vector Lines,2018,Ponsonby,15.4,14.4,NonExempt
Vector Lines,2018,Quay,23.4,24,NonExempt
Vector Lines,2018,Quay 22kV,41.5,60,NonExempt
Vector Lines,2018,Ranui,11.5,0,NonExempt
Vector Lines,2018,Red Beach,10.6,22.8,NonExempt
Vector Lines,2018,Remuera,28.7,24,NonExempt
Vector Lines,2018,Riverhead,12,9,NonExempt
Vector Lines,2018,Rockfield,20.2,24,NonExempt
Vector Lines,2018,Rosebank,23,24,NonExempt
Vector Lines,2018,Rosedale,13.4,0,NonExempt
Vector Lines,2018,Sabulite Road,21.8,14,NonExempt
Vector Lines,2018,Sandringham,21,24,NonExempt
Vector Lines,2018,Simpson Road,6.6,0,NonExempt
Vector Lines,2018,Snells Beach,6.4,0,NonExempt
Vector Lines,2018,South Howick,28.9,24,NonExempt
Vector Lines,2018,Spur Road,10.9,0,NonExempt
Vector Lines,2018,St Heliers,20.8,21,NonExempt
Vector Lines,2018,St Johns,17.5,24,NonExempt
Vector Lines,2018,Sunset Road,15.9,14,NonExempt
Vector Lines,2018,Swanson,10.6,0,NonExempt
Vector Lines,2018,Sylvia Park,18,24,NonExempt
Vector Lines,2018,Takanini,15.9,18,NonExempt
Vector Lines,2018,Takapuna,10.7,0,NonExempt
Vector Lines,2018,Te Atatu,21.3,14,NonExempt
Vector Lines,2018,Te Papapa,20.1,22.5,NonExempt
Vector Lines,2018,Torbay,7.6,0,NonExempt
Vector Lines,2018,Triangle Road,16.5,12,NonExempt
Vector Lines,2018,Victoria,21,22.4,NonExempt
Vector Lines,2018,Waiake,9.4,0,NonExempt
Vector Lines,2018,Waiheke,11.5,15,NonExempt
Vector Lines,2018,Waikaukau,7.4,0,NonExempt
Vector Lines,2018,Waimauku,9.6,0,NonExempt
Vector Lines,2018,Wairau Road,18.6,16,NonExempt
Vector Lines,2018,Warkworth,19,18,NonExempt
Vector Lines,2018,Wellsford,8.1,9,NonExempt
Vector Lines,2018,Westfield,23,24,NonExempt
Vector Lines,2018,Westgate,0,24,NonExempt
Vector Lines,2018,White Swan,26,32.2,NonExempt
Vector Lines,2018,Wiri,42.8,42.5,NonExempt
Vector Lines,2018,Woodford,9.6,0,NonExempt
Vector Lines,2019,Atkinson Road,21.1,21.4,NonExempt
Vector Lines,2019,Auckland Airport,18.8,25,NonExempt
Vector Lines,2019,Avondale,28.4,24,NonExempt
Vector Lines,2019,Bairds,26.8,24,NonExempt
Vector Lines,2019,Balmain,8.9,0,NonExempt
Vector Lines,2019,Balmoral,13.5,24,NonExempt
Vector Lines,2019,Belmont,13.4,14,NonExempt
Vector Lines,2019,Birkdale,24.3,24,NonExempt
Vector Lines,2019,Brickworks,10.8,0,NonExempt
Vector Lines,2019,Browns Bay,18.4,10,NonExempt
Vector Lines,2019,Bush Road,23.4,23.8,NonExempt
Vector Lines,2019,Carbine,16.9,21.5,NonExempt
Vector Lines,2019,Chevalier,21.8,18.9,NonExempt
Vector Lines,2019,Clendon,22.4,24,NonExempt
Vector Lines,2019,Clevedon,3,0,NonExempt
Vector Lines,2019,Coatesville,10.7,0,NonExempt
Vector Lines,2019,Drive,26.4,24,NonExempt
Vector Lines,2019,East Coast Road,16.6,0,NonExempt
Vector Lines,2019,East Tamaki,16.2,24,NonExempt
Vector Lines,2019,Flatbush,11.2,24,NonExempt
Vector Lines,2019,Forrest Hill,16.1,20,NonExempt
Vector Lines,2019,Freemans Bay,21.1,21.6,NonExempt
Vector Lines,2019,Glen Innes,15.9,13.4,NonExempt
Vector Lines,2019,Greenhithe,12.9,0,NonExempt
Vector Lines,2019,Greenmount,40.4,48,NonExempt
Vector Lines,2019,Gulf Harbour,9.3,0,NonExempt
Vector Lines,2019,Hans,25.5,23.8,NonExempt
Vector Lines,2019,Hauraki,9.8,0,NonExempt
Vector Lines,2019,Helensville,15.2,9,NonExempt
Vector Lines,2019,Henderson Valley,17.9,15.2,NonExempt
Vector Lines,2019,Highbrook,9.3,21.2,NonExempt
Vector Lines,2019,Highbury,15.6,0,NonExempt
Vector Lines,2019,Hillcrest,19.9,23.8,NonExempt
Vector Lines,2019,Hillsborough,16.9,23.7,NonExempt
Vector Lines,2019,Hobson 110/11kV,13.7,30,NonExempt
Vector Lines,2019,Hobson 22/11kV,17.7,18,NonExempt
Vector Lines,2019,Hobson 22kV,50,40,NonExempt
Vector Lines,2019,Hobsonville,21.7,15.2,NonExempt
Vector Lines,2019,Howick,40.6,48,NonExempt
Vector Lines,2019,James Street,20.1,15.2,NonExempt
Vector Lines,2019,Keeling Road,8.4,0,NonExempt
Vector Lines,2019,Kingsland,23.6,24,NonExempt
Vector Lines,2019,Laingholm,8.5,9,NonExempt
